id,title,year_id,db_id,cve_id,score3,metrics,vendor,product,timeline,ics_title,attention,sectors,areas,hq,date_reported,date_published
912,(0Day) ZyXEL P-870H-51 DSL Router Multiple Remote Code Execution Vulnerabilities,ZDI-18-135,ZDI-CAN-4540,CVE-2018-1164,9, (AV:N/AC:L/Au:S/C:C/I:C/A:C),ZyXEL,P-870H-51 DSL Router,"2017-06-21 - Vulnerability reported to vendor, 2018-01-23 - Coordinated public release of advisory",,,,,,6/21/2017,1/23/2018
913,Hewlett Packard Enterprise Intelligent Management Center operatorOnlineList_contentOnly Information Disclosure Vulnerability,ZDI-18-136,ZDI-CAN-5093,CVE-2017-8980,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),Hewlett Packard Enterprise,Intelligent Management Center,"                           ,                             ,                             Hewlett Packard Enterprise has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.hpe.com/hpsc/doc/public/display?docId=emr_na-hpesbhf03810en_us, ",,,,,,8/24/2017,1/25/2018
914,Hewlett Packard Enterprise Intelligent Management Center RMI Registry Deserialization of Untrusted Data Remote Code Execution Vulnerability,ZDI-18-137,ZDI-CAN-4824,CVE-2017-5792,10, (AV:N/AC:L/Au:N/C:C/I:C/A:C),Hewlett Packard Enterprise,Intelligent Management Center,"                           ,                             ,                             Hewlett Packard Enterprise has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.hpe.com/hpsc/doc/public/display?docId=emr_na-hpesbhf03815en_us, ",,,,,,5/17/2017,1/25/2018
915,Hewlett Packard Enterprise Intelligent Management Center redirectviewer Directory Traversal Remote Code Execution Vulnerability,ZDI-18-138,ZDI-CAN-4905,CVE-2017-8983,9, (AV:N/AC:L/Au:S/C:C/I:C/A:C),Hewlett Packard Enterprise,Intelligent Management Center,"                           ,                             ,                             Hewlett Packard Enterprise has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.hpe.com/hpsc/doc/public/display?docId=emr_na-hpesbhf03808en_us, ",,,,,,7/10/2017,1/25/2018
916,Hewlett Packard Enterprise Intelligent Management Center UrlAccessController Authentication Bypass Vulnerability,ZDI-18-139,ZDI-CAN-4757,CVE-2017-8982,7.8, (AV:N/AC:L/Au:S/C:C/I:N/A:N),Hewlett Packard Enterprise,Intelligent Management Center,"                           ,                             ,                             Hewlett Packard Enterprise has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.hpe.com/hpsc/doc/public/display?docId=emr_na-hpesbhf03809en_us, ",,,,,,8/15/2017,1/25/2018
917,Hewlett Packard Enterprise Intelligent Management Center dbman Stack-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-140,ZDI-CAN-5120,CVE-2017-8981,10, (AV:N/AC:L/Au:N/C:C/I:C/A:C),Hewlett Packard Enterprise,Intelligent Management Center,"                           ,                             ,                             Hewlett Packard Enterprise has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.hpe.com/hpsc/doc/public/display?docId=emr_na-hpesbhf03813en_us, ",,,,,,9/20/2017,1/25/2018
918,ABB MicroSCADA Improper Access Control Privilege Escalation Vulnerability,ZDI-18-141,ZDI-CAN-5097,CVE-2018-1168,6, (AV:L/AC:H/Au:S/C:C/I:C/A:C),ABB,MicroSCADA,"2017-08-18 - Vulnerability reported to vendor, 2018-02-06 - Coordinated public release of advisory, 2018-02-07 - Advisory Updated, ",,,,,,8/18/2017,2/6/2018
919,Advantech WebAccess Node certUpdate filename Directory Traversal Remote Code Execution Vulnerability,ZDI-18-142,ZDI-CAN-5492,CVE-2018-5445,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),Advantech,WebAccess Node,"2017-12-19 - Vulnerability reported to vendor, 2018-02-06 - Coordinated public release of advisory, 2018-02-09 - Advisory Updated, ",ICS Advisory (ICSA-18-023-01),,,,,12/19/2017,2/6/2018
920,Advantech WebAccess Node chkLogin2 user SQL Injection Information Disclosure Vulnerability,ZDI-18-143,ZDI-CAN-5502,CVE-2018-5443,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),Advantech,WebAccess Node,"2017-12-19 - Vulnerability reported to vendor, 2018-02-06 - Coordinated public release of advisory, 2018-02-06 - Advisory Updated, ",ICS Advisory (ICSA-18-023-01),,,,,12/19/2017,2/6/2018
921,Advantech WebAccess Node uMailLogin Proj SQL Injection Information Disclosure Vulnerability,ZDI-18-144,ZDI-CAN-5503,CVE-2018-5443,5, (AV:N/AC:L/Au:N/C:P/I:N/A:N),Advantech,WebAccess Node,"2017-12-19 - Vulnerability reported to vendor, 2018-02-06 - Coordinated public release of advisory, 2018-02-06 - Advisory Updated, ",ICS Advisory (ICSA-18-023-01),,,,,12/19/2017,2/6/2018
922,Novell NetIQ Access Manager FwRequest Unrestricted File Upload Remote Code Execution Vulnerability,ZDI-18-145,ZDI-CAN-5088,CVE-2018-1342 ,7.5, (AV:N/AC:L/Au:N/C:P/I:P/A:P),Novell,NetIQ Access Manager,"2017-08-21 - Vulnerability reported to vendor, 2018-02-06 - Coordinated public release of advisory, 2018-02-06 - Advisory Updated, ",,,,,,8/21/2017,2/6/2018
923,(Pwn2Own) Apple Safari MutationObserver Use-After-Free Remote Code Execution Vulnerability,ZDI-18-146,ZDI-CAN-5340,CVE-2017-13870,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Apple,Safari,"                           ,                             ,                             Apple has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.apple.com/en-us/HT208324, ",,,,,,11/2/2017,2/7/2018
924,(Pwn2Own) Apple iOS backboardd Untrusted Pointer Dereference Privilege Escalation Vulnerability,ZDI-18-147,ZDI-CAN-5341,CVE-2017-7171,6.9, (AV:L/AC:M/Au:N/C:C/I:C/A:C),Apple,iOS,"2017-11-02 - Vulnerability reported to vendor, 2018-02-07 - Coordinated public release of advisory, 2018-02-07 - Advisory Updated, ",,,,,,11/2/2017,2/7/2018
925,(Pwn2Own) Apple Safari DFG JIT Type Confusion Remote Code Execution Vulnerability,ZDI-18-148,ZDI-CAN-5342,CVE-2017-13866,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Apple,Safari,"                           ,                             ,                             Apple has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.apple.com/en-us/HT208334, ",,,,,,11/2/2017,2/7/2018
926,(Pwn2Own) Apple iOS backboardd Double Free Privilege Escalation Vulnerability,ZDI-18-149,ZDI-CAN-5343,CVE-2017-7162,6.9, (AV:L/AC:M/Au:N/C:C/I:C/A:C),Apple,iOS,"2017-11-02 - Vulnerability reported to vendor, 2018-02-07 - Coordinated public release of advisory, 2018-02-07 - Advisory Updated, ",,,,,,11/2/2017,2/7/2018
927,(Pwn2Own) Apple Safari FTL JIT Integer Overflow Remote Code Execution Vulnerability,ZDI-18-150,ZDI-CAN-5344,CVE-2017-7160,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Apple,Safari,"                           ,                             ,                             Apple has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.apple.com/en-us/HT208334, ",,,,,,11/2/2017,2/7/2018
928,(Pwn2Own) Apple Safari UIProcess Out-Of-Bounds Access Privilege Escalation Vulnerability,ZDI-18-151,ZDI-CAN-5345,CVE-2017-7172,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Apple,Safari,"2017-11-02 - Vulnerability reported to vendor, 2018-02-07 - Coordinated public release of advisory, 2018-02-07 - Advisory Updated, ",,,,,,11/2/2017,2/7/2018
929,(Pwn2Own) Apple Safari HTMLButtonElement Use-After-Free Remote Code Execution Vulnerability,ZDI-18-152,ZDI-CAN-5352,CVE-2017-7165,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Apple,Safari,"                           ,                             ,                             Apple has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.apple.com/en-us/HT208334, ",,,,,,11/2/2017,2/7/2018
930,(Pwn2Own) Apple Safari DFG JIT Type Confusion Remote Code Execution Vulnerability,ZDI-18-153,ZDI-CAN-5353,CVE-2017-13884,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Apple,Safari,"                           ,                             ,                             Apple has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.apple.com/en-us/HT208334, ",,,,,,11/2/2017,2/7/2018
931,Apple iOS backboardd Double Free Privilege Escalation Vulnerability,ZDI-18-154,ZDI-CAN-5354,CVE-2017-7162,6.9, (AV:L/AC:M/Au:N/C:C/I:C/A:C),Apple,iOS,"2017-11-02 - Vulnerability reported to vendor, 2018-02-07 - Coordinated public release of advisory, 2018-02-07 - Advisory Updated, ",,,,,,11/2/2017,2/7/2018
932,(Pwn2Own) Apple Safari DFG JIT Type Confusion Remote Code Execution Vulnerability,ZDI-18-155,ZDI-CAN-5366,CVE-2017-13885,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Apple,Safari,"                           ,                             ,                             Apple has issued an update to correct this vulnerability. More details can be found at:,                             , https://support.apple.com/en-us/HT208334, ",,,,,,11/2/2017,2/7/2018
933,(Pwn2Own) Apple iOS backboardd Untrusted Pointer Dereference Privilege Escalation Vulnerability,ZDI-18-156,ZDI-CAN-5367,CVE-2017-7171,6.9, (AV:L/AC:M/Au:N/C:C/I:C/A:C),Apple,iOS,"2017-11-02 - Vulnerability reported to vendor, 2018-02-07 - Coordinated public release of advisory, 2018-02-07 - Advisory Updated, ",,,,,,11/2/2017,2/7/2018
934,Adobe Acrobat Pro DC ImageConversion XPS JPEG Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-157,ZDI-CAN-5204,CVE-2017-16383,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-12 - Coordinated public release of advisory, 2018-02-12 - Advisory Updated, ",,,,,,10/26/2017,2/12/2018
935,Joyent SmartOS SMB_IOC_SVCENUM Heap-based Buffer Overflow Privilege Escalation Vulnerability,ZDI-18-158,ZDI-CAN-4983,CVE-2018-1165,6.9, (AV:L/AC:M/Au:N/C:C/I:C/A:C),Joyent,SmartOS,"2017-08-16 - Vulnerability reported to vendor, 2018-02-12 - Coordinated public release of advisory, 2018-02-12 - Advisory Updated, ",,,,,,8/16/2017,2/12/2018
936,Joyent SmartOS SMBIOC_TREE_RELE Use-After-Free Privilege Escalation Vulnerability,ZDI-18-159,ZDI-CAN-4984,CVE-2018-1166,6.9, (AV:L/AC:M/Au:N/C:C/I:C/A:C),Joyent,SmartOS,"2017-08-16 - Vulnerability reported to vendor, 2018-02-12 - Coordinated public release of advisory, 2018-02-12 - Advisory Updated, ",,,,,,8/16/2017,2/12/2018
937,Fuji Electric V-Server VPR File Parsing Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-160,ZDI-CAN-5383,CVE-2018-5442,9, (AV:N/AC:L/Au:N/C:C/I:P/A:P),Fuji Electric,V-Server,"2017-11-24 - Vulnerability reported to vendor, 2018-02-12 - Coordinated public release of advisory, 2018-02-12 - Advisory Updated, ",ICS Advisory (ICSA-18-032-01),,,,,11/24/2017,2/12/2018
938,Microsoft Office Excel Formula Type Confusion Information Disclosure Vulnerability,ZDI-18-161,ZDI-CAN-5325,CVE-2018-0796,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Microsoft,Office Excel,"2017-11-07 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,11/7/2017,2/21/2018
939,Microsoft Edge CSS var Function Type Confusion Information Disclosure Vulnerability,ZDI-18-162,ZDI-CAN-5323,CVE-2018-0763,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Microsoft,Edge,"2017-11-07 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,11/7/2017,2/21/2018
940,Microsoft Windows Font Embedding Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-163,ZDI-CAN-5318,CVE-2018-0760,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Microsoft,Windows,"2017-11-07 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,11/7/2017,2/21/2018
941,Microsoft Windows Font Embedding Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-164,ZDI-CAN-5314,CVE-2018-0755,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Microsoft,Windows,"2017-11-07 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,11/7/2017,2/21/2018
942,Microsoft Chakra String Concatenation Integer Overflow Remote Code Execution Vulnerability,ZDI-18-165,ZDI-CAN-5324,CVE-2018-0758,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Microsoft,Chakra,"2017-11-07 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,11/7/2017,2/21/2018
943,Microsoft Windows SMB Client Improper Initialization Denial of Service Vulnerability,ZDI-18-166,ZDI-CAN-5441,CVE-2018-0833,7.8, (AV:N/AC:L/Au:N/C:N/I:N/A:C),Microsoft,Windows,"2017-12-01 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,12/1/2017,2/21/2018
944,Microsoft Edge Select Element Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-167,ZDI-CAN-5486,CVE-2018-0839,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Microsoft,Edge,"2017-12-07 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,12/7/2017,2/21/2018
945,Adobe Acrobat Pro DC ImageConversion EMF Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-168,ZDI-CAN-5466,CVE-2018-4886,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-12-19 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,12/19/2017,2/21/2018
946,Adobe Acrobat Pro DC ImageConversion XPS TIFF Software Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-169,ZDI-CAN-5465,CVE-2018-4903,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-12-19 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,12/19/2017,2/21/2018
947,Adobe Acrobat Pro DC ImageConversion XPS TIFF dir count Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-170,ZDI-CAN-5463,CVE-2018-4904,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2017-12-19 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,12/19/2017,2/21/2018
948,Adobe Acrobat Pro DC ImageConversion XPS TIFF YCbCrCoefficients Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-171,ZDI-CAN-5464,CVE-2018-4905,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-12-19 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,12/19/2017,2/21/2018
949,Adobe Acrobat Pro DC XPS Font Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-172,ZDI-CAN-5514,CVE-2018-4894,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2018-01-09 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,1/9/2018,2/21/2018
950,Adobe Acrobat Pro DC OCG setIntent Heap-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-173,ZDI-CAN-5578,CVE-2018-4910,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2018-01-12 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,1/12/2018,2/21/2018
951,Adobe Acrobat Pro DC Bookmark Use-After-Free Remote Code Execution Vulnerability,ZDI-18-174,ZDI-CAN-5577,CVE-2018-4911,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2018-01-12 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,1/12/2018,2/21/2018
952,Adobe Acrobat Pro DC ImageConversion JPEG2000 Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-175,ZDI-CAN-5545,CVE-2018-4912,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2018-01-12 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,1/12/2018,2/21/2018
953,Adobe Acrobat Pro DC XFA picture Use-After-Free Remote Code Execution Vulnerability,ZDI-18-176,ZDI-CAN-5509,CVE-2018-4913,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2018-01-12 - Vulnerability reported to vendor, 2018-02-21 - Coordinated public release of advisory, 2018-02-21 - Advisory Updated, ",,,,,,1/12/2018,2/21/2018
954,Adobe Acrobat Pro DC ImageConversion EMF EMR_STRETCHDIBITS cySrc  Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-177,ZDI-CAN-5227,CVE-2017-16397,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
955,Adobe Flash Player QOSProvider attachMediaPlayerItemLoader Use-After-Free Remote Code Execution Vulnerability,ZDI-18-178,ZDI-CAN-5381,CVE-2018-4877,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Flash,"2017-12-21 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,12/21/2017,2/23/2018
956,Adobe Acrobat Pro DC PDF Forms Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-179,ZDI-CAN-5214,CVE-2018-4882,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
957,Adobe Acrobat Pro DC ImageConversion EMF EMR_EXTTEXTOUTA Options Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-180,ZDI-CAN-5147,CVE-2018-4883,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
958,Adobe Acrobat Pro DC ImageConversion EMF BMP Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-181,ZDI-CAN-5149,CVE-2018-4884,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
959,Adobe Acrobat Pro DC ImageConversion EMF Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-182,ZDI-CAN-5151,CVE-2018-4885,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
960,Adobe Acrobat Pro DC ImageConversion EMF EMR_STRETCHBLT cxSrc  Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-183,ZDI-CAN-5152,CVE-2018-4886,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
961,Adobe Acrobat Pro DC ImageConversion EMF Record  Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-184,ZDI-CAN-5153,CVE-2018-4886,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
962,Adobe Acrobat Pro DC ImageConversion EMF Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-185,ZDI-CAN-5201,CVE-2018-4887,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
963,Adobe Reader DC XFA dashDot Use-After-Free Remote Code Execution Vulnerability,ZDI-18-186,ZDI-CAN-5258,CVE-2018-4888,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Reader DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-23 - Coordinated public release of advisory, 2018-02-23 - Advisory Updated, ",,,,,,10/26/2017,2/23/2018
964,Adobe Acrobat Pro DC PDF Parsing Use-After-Free Remote Code Execution Vulnerability,ZDI-18-187,ZDI-CAN-5213,CVE-2018-4892,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,10/26/2017,2/24/2018
965,Adobe Acrobat Pro DC PDF Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-188,ZDI-CAN-5211,CVE-2018-4882,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,10/26/2017,2/24/2018
966,Adobe Acrobat Pro DC ImageConversion BMP Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-189,ZDI-CAN-5205,CVE-2018-4881,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,10/26/2017,2/24/2018
967,Adobe Acrobat Pro DC ImageConversion XPS TIFF Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-190,ZDI-CAN-5226,CVE-2018-4891,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,10/26/2017,2/24/2018
968,Adobe Acrobat Pro DC ImageConversion XPS JPEG Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-191,ZDI-CAN-5222,CVE-2018-4889,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,10/26/2017,2/24/2018
969,Adobe Acrobat Pro DC ImageConversion XPS JPEG Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability,ZDI-18-192,ZDI-CAN-5224,CVE-2018-4890,6.8, (AV:N/AC:M/Au:N/C:P/I:P/A:P),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,10/26/2017,2/24/2018
970,Adobe Acrobat Pro DC ImageConversion XPS JPEG Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-193,ZDI-CAN-5225,CVE-2018-4890,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,10/26/2017,2/24/2018
971,Adobe Acrobat Pro DC ImageConversion JPEG Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-194,ZDI-CAN-5583,CVE-2018-4909,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2018-01-12 - Vulnerability reported to vendor, 2018-02-24 - Coordinated public release of advisory, 2018-02-24 - Advisory Updated, ",,,,,,1/12/2018,2/24/2018
972,Microsoft Windows PDF Library JPEG2000 Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-195,ZDI-CAN-5090,CVE-2018-0766,4.3, (AV:N/AC:M/Au:N/C:P/I:N/A:N),Microsoft,Windows PDF Library,"                           ,                             ,                             Microsoft has issued an update to correct this vulnerability. More details can be found at:,                             , https://portal.msrc.microsoft.com/en-US/security-guidance/advisory/CVE-2018-0766, ",,,,,,10/12/2017,2/27/2018
973,Microsoft Windows Font Embedding Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-196,ZDI-CAN-5316,CVE-2018-0761,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Microsoft,Windows,"2017-11-07 - Vulnerability reported to vendor, 2018-02-27 - Coordinated public release of advisory, 2018-02-27 - Advisory Updated, ",,,,,,11/7/2017,2/27/2018
974,Adobe Acrobat Pro DC ImageConversion EMF EMR_EXTTEXTOUTA Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-197,ZDI-CAN-5140,CVE-2017-16409,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-27 - Coordinated public release of advisory, 2018-02-27 - Advisory Updated, ",,,,,,10/26/2017,2/27/2018
975,Adobe Acrobat Pro DC ImageConversion EMF BMP Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-198,ZDI-CAN-5142,CVE-2017-16407,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-27 - Coordinated public release of advisory, 2018-02-27 - Advisory Updated, ",,,,,,10/26/2017,2/27/2018
976,Adobe Acrobat Pro DC U3D Parsing Out-Of-Bounds Read Information Disclosure Vulnerability,ZDI-18-199,ZDI-CAN-5240,CVE-2018-4880,2.6, (AV:N/AC:H/Au:N/C:P/I:N/A:N),Adobe,Acrobat Pro DC,"2017-10-26 - Vulnerability reported to vendor, 2018-02-27 - Coordinated public release of advisory, 2018-02-27 - Advisory Updated, ",,,,,,10/26/2017,2/27/2018
